,id,label,label_text,text,lang
2267,3343,alarm_query,alarm_query,alarmım hangi saate kurulu,tr
2268,3344,alarm_query,alarm_query,yarın saat kaçta uyanıyorum,tr
2269,3345,datetime_query,datetime_query,istanbulda saat kaç,tr
2270,3346,datetime_convert,datetime_convert,istanbul ile hong kong arasındaki saat farkı ne,tr
2271,3347,news_query,news_query,haberlerdeki en yeni hikayeler den bahset,tr
2272,3348,news_query,news_query,new york times ın ön sayfasını bana oku,tr
2273,3350,audio_volume_up,audio_volume_up,yangın nerede,tr
2274,3351,play_music,play_music,jazz,tr
2275,3352,play_music,play_music,pencap,tr
2276,3353,news_query,news_query,haberler,tr
2277,3354,weather_query,weather_query,kar yağacak mı,tr
2278,3355,weather_query,weather_query,sabah sis olacak mı,tr
2279,3356,music_likeness,music_likeness,fazıl say seviyorum,tr
2280,3357,music_query,music_query,biraz feridun düzağaç ver,tr
2281,3358,news_query,news_query,gezi protestolarını takip et,tr
2282,3359,news_query,news_query,bana kadın cinayetlerini protesto ile ilgili son güncellemeleri ver,tr
2283,3360,news_query,news_query,standing rock protestoları hakkında bana gelişmeleri yolla,tr
2284,3362,datetime_query,datetime_query,yirmi üçü hafta sonu mu,tr
2285,3363,general_joke,general_joke,bir imam kahvehaneye girer,tr
2286,3366,news_query,news_query,krtcom a git,tr
2287,3367,news_query,news_query,the times manşeti ne,tr
2288,3369,music_query,music_query,kim şarkı söylüyor,tr
2289,3370,music_query,music_query,bu şarkıyı hangi sanatçı söylüyor,tr
2290,3371,music_query,music_query,şu anda kim şarkı söylüyor,tr
2291,3372,datetime_query,datetime_query,trabzon'da saat kaç,tr
2292,3373,datetime_query,datetime_query,olly hatayda saat kaç,tr
2293,3374,datetime_convert,datetime_convert,eğer melih i akşam altı da ararsam içel de saat kaç olacak,tr
2294,3375,datetime_convert,datetime_convert,sabah dokuz bengal hindistan zamanına göre kaç,tr
2295,3376,iot_hue_lightchange,iot_hue_lightchange,ışıklar yüzde elliye,tr
2296,3379,weather_query,weather_query,bugünün hava tahminleri,tr
2297,3380,iot_cleaning,iot_cleaning,süpürgeyi aç,tr
2298,3381,iot_cleaning,iot_cleaning,elektrik süpürgesini etkinleştir,tr
2299,3382,takeaway_order,takeaway_order,ara ve eve teslim pizza iste,tr
2300,3383,takeaway_order,takeaway_order,bana yemek al,tr
2301,3384,alarm_set,alarm_set,lütfen alarmı çarşamba akşam sekize kur,tr
2302,3385,alarm_set,alarm_set,yarın sabah yedide alarmı çal,tr
2303,3388,weather_query,weather_query,bugün izmir'de hava nasıl olacak,tr
2304,3389,weather_query,weather_query,bodrum için hava durumu nasıl,tr
2305,3390,music_likeness,music_likeness,bu müziği benim favorilerime kaydet,tr
2306,3391,music_dislikeness,music_dislikeness,bu müziği sevmediğimi hatırla,tr
2307,3392,music_likeness,music_likeness,bunun benim en sevdiğim müzik olduğunu hatırla,tr
2308,3393,iot_wemo_off,iot_wemo_off,wemo fişi kapat,tr
2309,3395,iot_wemo_off,iot_wemo_off,şimdi akıllı soketimi kapat,tr
2310,3396,music_query,music_query,bu şarkı ilk yirmide miydi,tr
2311,3397,alarm_set,alarm_set,sabah sekize alarm kur,tr
2312,3399,alarm_set,alarm_set,akşam dokuz için bir alarma ihtiyacım var,tr
2313,3403,weather_query,weather_query,bu hafta sonu hava güneşli mi olacak,tr
2314,3405,music_settings,music_settings,hepsini karıştırı seç,tr
2315,3409,news_query,news_query,boşlukta neler oluyor,tr
2316,3410,news_query,news_query,bugün blank ın sonucu ne,tr
2317,3411,news_query,news_query,blank için hiç güncellemen var mı,tr
2318,3412,takeaway_query,takeaway_query,benim sipariş ne zaman burada olacak,tr
2319,3414,takeaway_query,takeaway_query,siparişimi ne zaman verdim ve alacağı öngörülen süre neydi,tr
2320,3415,iot_cleaning,iot_cleaning,elektrikli süpürgeyi ev temizliği için etkinleştir,tr
2321,3417,iot_coffee,iot_coffee,lütfen benim kahve makinamı akşam dörtte başlaya ayarla,tr
2322,3419,iot_coffee,iot_coffee,haftanın her günü öğleden sonra üç te kahve makinesi bana kahve yapmak için ayarlansın,tr
2323,3420,music_query,music_query,müzik takibi,tr
2324,3422,music_query,music_query,şarkıcı kim,tr
2325,3423,calendar_query,calendar_query,ahmet'in partisi kaçta,tr
2326,3424,iot_coffee,iot_coffee,kahve makinemi bana öğleden sonra dört de kahve yapması için ayarlayabilir misin,tr
2327,3425,iot_coffee,iot_coffee,bana bir kahve yapar mısın şimdi,tr
2328,3427,iot_hue_lightup,iot_hue_lightup,ışıkları artırabilir misin,tr
2329,3428,iot_hue_lighton,iot_hue_lighton,ışıklar ı yüksek ayarlar da aç abilir misin,tr
2330,3429,iot_cleaning,iot_cleaning,elektrik süpürgesini çalıştırabilir misin,tr
2331,3430,iot_cleaning,iot_cleaning,süpürgeyi açabilir misin lütfen,tr
2332,3431,datetime_query,datetime_query,maç kaçta başlıyor,tr
2333,3432,play_music,play_music,bir rai müziği çal,tr
2334,3436,alarm_set,alarm_set,alarm ayarlarını değiştir,tr
2335,3438,play_music,play_music,parti çalma listesinden müzik çal,tr
2336,3440,play_music,play_music,jack johnson playlist müzik aç,tr
2337,3442,datetime_query,datetime_query,yirmi ikisi haftanın hangi günü,tr
2338,3445,alarm_set,alarm_set,on olduğunda bana haber ver,tr
2339,3446,weather_query,weather_query,cumartesi yağmur yağacak mı,tr
2340,3448,iot_hue_lightchange,iot_hue_lightchange,evdeki ışıklar ın renk lerini mavi ile değiştir,tr
2341,3449,iot_hue_lightchange,iot_hue_lightchange,ışıkları kırmızıdan maviye değiştir,tr
2342,3450,news_query,news_query,lütfen fox news deki güncel haberlerin ne olduğunu bildir,tr
2343,3451,news_query,news_query,fox ana haber de şu anki baş hikaye nedir,tr
2344,3452,news_query,news_query,fox haber bu zamanda hiç flaş haber bildiriyor mu,tr
2345,3453,audio_volume_mute,audio_volume_mute,lütfen sessiz ol,tr
2346,3455,audio_volume_mute,audio_volume_mute,sesi kıs,tr
2347,3456,takeaway_query,takeaway_query,mikla pizza al götür servisi yapıyor mu,tr
2348,3457,takeaway_query,takeaway_query,taş fırın teslimat yapıyor mu,tr
2349,3458,audio_volume_mute,audio_volume_mute,hoparlörü sessize al,tr
2350,3459,audio_volume_mute,audio_volume_mute,lütfen hoparlörü sessize al,tr
2351,3461,alarm_set,alarm_set,lütfen yarın sabah yediye alarm kur,tr
2352,3462,alarm_set,alarm_set,yarın sabah yedi de bana uyanmam için uyarı gönder,tr
2353,3465,alarm_remove,alarm_remove,lütfen alarmı kapat,tr
2354,3467,audio_volume_up,audio_volume_up,yüksek sesle çal,tr
2355,3468,datetime_query,datetime_query,pasifik zaman dilimine göre şu anda saat kaç,tr
2356,3469,datetime_convert,datetime_convert,şu anda burada saat dokuz antalya da saat kaç,tr
2357,3470,news_query,news_query,küresel ısınma hakkındaki en son haberler nelerdir,tr
2358,3472,news_query,news_query,istanbul'daki gasp hakkındaki en son haberleri al,tr
2359,3473,music_settings,music_settings,lütfen hepsini tekrar et e dön,tr
2360,3475,alarm_set,alarm_set,şafak vakti beni uyandır,tr
2361,3476,alarm_set,alarm_set,bana alarm ayarlarını getir,tr
2362,3477,play_music,play_music,en iyi yirmi beş hitleri aç,tr
2363,3478,play_music,play_music,en son folk müzik yayınlarını çal,tr
2364,3479,play_music,play_music,grup yorum 'dan tüm şarkıları listele ve çal,tr
2365,3480,play_music,play_music,pinhani 'den en iyi hitler ve kediköy 'ü aç,tr
2366,3482,weather_query,weather_query,erdemli'de bugün hava nasıl,tr
2367,3483,weather_query,weather_query,ülkemde bugün hava nasıl,tr
2368,3484,general_quirky,general_quirky,demiştim,tr
2369,3487,audio_volume_mute,audio_volume_mute,sessiz zaman,tr
2370,3488,play_music,play_music,benim şarkı listemi çalmaya başla,tr
2371,3490,play_music,play_music,yalın şarkıları çal lütfen,tr
2372,3491,play_music,play_music,bu şarkıyı tekrar çal,tr
2373,3493,iot_coffee,iot_coffee,bana biraz kahve demle,tr
2374,3494,iot_coffee,iot_coffee,şimdi bana kahve yap,tr
2375,3495,iot_coffee,iot_coffee,şimdi kahve alabilirim,tr
2376,3497,play_music,play_music,sadece grup kurban 'dan şarkılar çal lütfen,tr
2377,3498,alarm_set,alarm_set,sabah yedide kalkmam gerek,tr
2378,3499,alarm_set,alarm_set,alarmım sabah yediye mi kurulu,tr
2379,3500,iot_hue_lightoff,iot_hue_lightoff,oda ışıklarını şimdi kapat,tr
2380,3501,iot_hue_lightoff,iot_hue_lightoff,ev ışıklarını kapat,tr
2381,3502,iot_hue_lightoff,iot_hue_lightoff,lütfen yatak odasındaki ışıkları kapat,tr
2382,3504,weather_query,weather_query,bugün toronto'da hava nasıl,tr
2383,3505,weather_query,weather_query,gelecek hafta izmir'de hava nasıl olacak,tr
2384,3506,weather_query,weather_query,bugünkü hava durumu tahminleri nasıl,tr
2385,3508,iot_cleaning,iot_cleaning,süpürgeyi aç,tr
2386,3509,iot_hue_lightoff,iot_hue_lightoff,mutfaktaki ışıkları kapat,tr
2387,3510,iot_hue_lightoff,iot_hue_lightoff,tüm banyolardaki ışıkları söndür,tr
2388,3512,general_quirky,general_quirky,gece vakti,tr
2389,3514,play_music,play_music,pop müzik klasörünü seç,tr
2390,3515,play_music,play_music,rap listesine git,tr
2391,3517,news_query,news_query,tren için en son nedir,tr
2392,3518,iot_hue_lightup,iot_hue_lightup,göremiyorum hadi daha parlak yapalım,tr
2393,3519,iot_hue_lightup,iot_hue_lightup,ışıkları açabilir miyiz,tr
2394,3520,iot_hue_lightup,iot_hue_lightup,burası biraz karanlık ışığı çoğalt,tr
2395,3521,iot_hue_lightoff,iot_hue_lightoff,lütfen dışarıda tüm ışıkları kapat,tr
2396,3523,iot_hue_lightoff,iot_hue_lightoff,lütfen veranda ışıklarımı kapat,tr
2397,3525,play_music,play_music,haydi dans edelim,tr
2398,3526,play_music,play_music,antrenman zamanı,tr
2399,3527,takeaway_order,takeaway_order,yakın pizzacılar,tr
2400,3529,play_music,play_music,parti müzik listesi çal,tr
2401,3531,datetime_convert,datetime_convert,lütfen saat dilimini abd zaman dilimine değiştirebilir misin,tr
2402,3533,datetime_convert,datetime_convert,lütfen saat dilimini hindistan olarak değiştir,tr
2403,3534,general_joke,general_joke,günün şakası,tr
2404,3535,weather_query,weather_query,güneşli mi olacak,tr
2405,3536,alarm_remove,alarm_remove,tüm alarmlarımı kapat,tr
2406,3537,alarm_remove,alarm_remove,alarmlarımı kapat,tr
2407,3538,alarm_remove,alarm_remove,benim alarmlar ımı kaldır,tr
2408,3540,play_music,play_music,bruno mars dan magic çalabilir misin,tr
2409,3541,play_music,play_music,tarkan dan benzemez kimse sana dinlemek istiyorum,tr
2410,3544,iot_hue_lightchange,iot_hue_lightchange,bu oda yeşil ışık alabilir mi,tr
2411,3545,play_music,play_music,lütfen klasik müzik çal,tr
2412,3548,weather_query,weather_query,ne zaman kar yağacak,tr
2413,3549,play_music,play_music,karıştır da mor ve ötesi oynat,tr
2414,3552,play_music,play_music,lütfen egzersiz çalma listesi çal,tr
2415,3553,play_music,play_music,ders çalışma çalma listesini dinlemek istiyorum,tr
2416,3555,weather_query,weather_query,bu gece rüzgarlı mı olacak,tr
2417,3556,weather_query,weather_query,kar yarın sabah yediden önce duracak mı,tr
2418,3557,play_music,play_music,yoga çalma listemi çal,tr
2419,3558,play_music,play_music,bir sonraki şarkıya atla,tr
2420,3559,play_music,play_music,egzersiz çalma listesi ni çal,tr
2421,3560,audio_volume_down,audio_volume_down,lütfen sesi kıs,tr
2422,3561,audio_volume_up,audio_volume_up,lütfen sesi artır,tr
2423,3564,news_query,news_query,erdoğan ile ilgili en son haberleri ver,tr
2424,3565,news_query,news_query,bana chennai deki şu anki senaryoyla ilgili haberleri anlat,tr
2425,3567,datetime_query,datetime_query,türkiyede şu anki tarih ne,tr
2426,3569,iot_coffee,iot_coffee,beş kahve yap bunu kahve makinası na söyle,tr
2427,3571,iot_hue_lightoff,iot_hue_lightoff,lütfen yatak odasındaki ışıkları kapat,tr
2428,3572,iot_hue_lightoff,iot_hue_lightoff,lütfen evimdeki bütün lambaları kapat,tr
2429,3573,music_dislikeness,music_dislikeness,merhaba google bu şarkı çok gürültülü,tr
2430,3574,music_dislikeness,music_dislikeness,bu şarkı çok uzun,tr
2431,3575,music_likeness,music_likeness,bu şarkı çok iyi,tr
2432,3577,news_query,news_query,fox t. v.'deki son haberleri öğrenmek istiyorum,tr
2433,3578,audio_volume_mute,audio_volume_mute,yirmi dakika boyunca sessize al,tr
2434,3579,audio_volume_mute,audio_volume_mute,saat üçe kadar sessize al,tr
2435,3580,audio_volume_mute,audio_volume_mute,alarmım çalana kadar sessiz modu aç,tr
2436,3583,audio_volume_mute,audio_volume_mute,ses seviyesini sıfıra getir,tr
2437,3584,alarm_query,alarm_query,çalmaya ayarlı sonraki üç alarm nedir,tr
2438,3585,weather_query,weather_query,bursa'da hava nasıl,tr
2439,3587,weather_query,weather_query,bu hafta hava nasıl,tr
2440,3591,audio_volume_up,audio_volume_up,olly yüksek sesle konuş,tr
2441,3592,audio_volume_up,audio_volume_up,yüksek sesle,tr
2442,3593,iot_hue_lightoff,iot_hue_lightoff,ışığı kapat,tr
2443,3594,iot_hue_lightoff,iot_hue_lightoff,iyi geceler,tr
2444,3596,general_greet,general_greet,her şey nasıl,tr
2445,3597,iot_hue_lightoff,iot_hue_lightoff,uyumak istiyorum,tr
2446,3601,calendar_set,calendar_set,öğleden sonra bir de bana hatırlat,tr
2447,3604,news_query,news_query,b. b. c. den en son haberler nedir,tr
2448,3607,datetime_query,datetime_query,muş ta saat kaç,tr
2449,3608,datetime_query,datetime_query,izmir de saat kaç,tr
2450,3610,takeaway_query,takeaway_query,siparişimin durumu nedir,tr
2451,3612,weather_query,weather_query,yağış yok değil mi,tr
2452,3615,weather_query,weather_query,yarın güneşli bir gün değil mi,tr
2453,3616,weather_query,weather_query,yarın yağmur beklemiyoruz değil mi,tr
2454,3617,takeaway_query,takeaway_query,buralarda paket servisi var mı,tr
2455,3618,takeaway_query,takeaway_query,bana yakınlardaki paket servis yerlerini söyle yemek sipariş etmek istiyorum,tr
2456,3619,weather_query,weather_query,bursa'da hava nasıl,tr
2457,3621,news_query,news_query,bana günün en önemli haberlerini bul,tr
2458,3622,news_query,news_query,c. n. n.deki en iyi hikayeleri söyle,tr
2459,3625,news_query,news_query,t. r. t. haber den yerel haberler,tr
2460,3626,news_query,news_query,b. b. c. haber dünya haber,tr
2461,3627,iot_coffee,iot_coffee,olly bana bir fincan kahve hazırla,tr
2462,3628,iot_coffee,iot_coffee,bana bir fincan kahve yap,tr
2463,3629,iot_coffee,iot_coffee,olly biraz kahve istiyorum,tr
2464,3630,iot_coffee,iot_coffee,şimdi kahve istiyorum,tr
2465,3633,play_music,play_music,gogole benim country müzik çalma listemi dinlemek istiyorum,tr
2466,3634,play_music,play_music,tarkan dan ölürüm sana çal,tr
2467,3635,play_music,play_music,olly ezhel den bul beni çal,tr
2468,3636,play_music,play_music,sezen aksu dan sen ağlama çalmanı istiyorum,tr
2469,3638,play_music,play_music,ayşe hatun önal 'dan çak bir selam aç,tr
2470,3639,news_query,news_query,hürriyet ten haber al,tr
2471,3640,news_query,news_query,bana c. n. n. den haberleri göster,tr
2472,3641,iot_hue_lighton,iot_hue_lighton,lütfen evimdeki ışıkları aç,tr
2473,3642,audio_volume_up,audio_volume_up,seni duyamıyorum daha yüksek sesle tekrar söyler misin,tr
2474,3643,audio_volume_mute,audio_volume_mute,google lütfen ekstra sessiz ol bebek uyuyor,tr
2475,3644,audio_volume_up,audio_volume_up,bu son bilgiyi tekrar söylemeni istiyorum ama çok daha yüksek bir sesle,tr
2476,3645,play_music,play_music,bu sanatçıdan bir müzik çal,tr
2477,3646,music_query,music_query,bana o sanatçıdan müzik göster,tr
2478,3647,play_music,play_music,bana bu sanatçıdan daha fazla şarkı çal,tr
2479,3648,weather_query,weather_query,hava manisa'da nasıl,tr
2480,3650,weather_query,weather_query,bana dalaman için hava durumunu göster,tr
2481,3653,datetime_query,datetime_query,bana ankara türkiyedeki saati söyle,tr
2482,3655,music_query,music_query,bana en çok çaldığım müzikten daha fazla bahseder misin,tr
2483,3656,music_query,music_query,genellikle hangi müziği dinlerim,tr
2484,3657,music_query,music_query,hangi müziği tercih ederim,tr
2485,3658,iot_cleaning,iot_cleaning,google oturma odasının süpürülmesi lazım elektrikli süpürgeyi çalıştırabilir misin,tr
2486,3659,iot_cleaning,iot_cleaning,misafirler geliyor hemen elektrikli süpürgeyi çalıştır,tr
2487,3660,alarm_set,alarm_set,sabah yediye alarm kur,tr
2488,3661,alarm_set,alarm_set,sabah için alarm kur,tr
2489,3662,alarm_set,alarm_set,akşam saat beşe bir alarm yarat,tr
2490,3663,weather_query,weather_query,cuma gecesi hava sıcak olacak mı,tr
2491,3664,weather_query,weather_query,bana cumartesi gece sıcaklığını söyler misini,tr
2492,3666,iot_hue_lightoff,iot_hue_lightoff,banyo ışıklarını kapat,tr
2493,3670,takeaway_query,takeaway_query,bu restoran paket servis yapıyor mu,tr
2494,3672,iot_hue_lightdim,iot_hue_lightdim,lütfen yatak odalarının ışıklarını kıs,tr
2495,3673,iot_hue_lightchange,iot_hue_lightchange,lütfen banyodaki ışığın rengini değiştir,tr
2496,3675,play_music,play_music,lütfen lady gaga dan bir şeyler çal,tr
2497,3677,iot_coffee,iot_coffee,olly bir kahve istiyorum lütfen,tr
2498,3678,iot_coffee,iot_coffee,bir kahve istiyorum lütfen,tr
2499,3679,iot_coffee,iot_coffee,benim için kahve yap,tr
2500,3680,music_query,music_query,bu şarkının sanatçısı kim,tr
2501,3681,music_query,music_query,şu anda çalan şarkının türü ne,tr
2502,3682,music_query,music_query,bu şarkıyı söyleyen kim,tr
2503,3684,music_query,music_query,google hangi şarkıları en az on kez dinledim,tr
2504,3685,play_music,play_music,lütfen latin müzik çalma listemi çal,tr
2505,3687,play_music,play_music,şu anda biraz rap müzik dinlemek istiyorum,tr
2506,3688,audio_volume_up,audio_volume_up,bunu biraz daha yüksek sesli yap,tr
2507,3689,audio_volume_up,audio_volume_up,hoparlörleri aç,tr
2508,3690,audio_volume_mute,audio_volume_mute,yarım saat sessizde kal,tr
2509,3691,weather_query,weather_query,austin'de mevcut sıcaklık nedir,tr
2510,3692,play_audiobook,play_audiobook,lütfen o kitaptan son cümleyi tekrar et,tr
2511,3693,alarm_set,alarm_set,olly yarın sabah beş buçuk için bir alarm kurulmasını istiyorum,tr
2512,3696,alarm_set,alarm_set,google alarmımı bir saat sonra çalacak şekilde ayarla,tr
2513,3697,iot_wemo_on,iot_wemo_on,bu prizi aç,tr
2514,3698,music_likeness,music_likeness,ceza benim favori rapçimdir,tr
2515,3699,music_likeness,music_likeness,tarkana bir göz atmalısın o en iyisi,tr
2516,3703,alarm_query,alarm_query,bu hafta için hangi alarmlar kuruldu,tr
2517,3706,datetime_query,datetime_query,bugün ayın dokuzu mu,tr
2518,3707,weather_query,weather_query,günlük hava durumu nasıl,tr
2519,3709,music_query,music_query,bu şarkı ne zaman kaydedildi,tr
2520,3710,play_music,play_music,burası çok sessiz,tr
2521,3711,play_music,play_music,biraz gürültü yap,tr
2522,3715,music_likeness,music_likeness,şimdiki şarkıyla ilgili fikirlerimi kaydet lütfen,tr
2523,3716,music_likeness,music_likeness,bu şarkıyla ilgili her şeyim kalsın,tr
2524,3719,datetime_query,datetime_query,şu an çin de saat kaç,tr
2525,3722,datetime_query,datetime_query,şu an amerikanın doğu yarısında saat kaç,tr
2526,3726,datetime_query,datetime_query,bana bugün ün tarihini göster,tr
2527,3728,play_music,play_music,google tarkandan ölürüm sanayı bul ve oynat,tr
2528,3729,play_music,play_music,kırmızıyı dinlemek istiyorum bunu çalabilir misin,tr
2529,3730,news_query,news_query,lütfen bana en son fenerbahçe görüşmeleri ile ilgili bilgi ver,tr
2530,3731,news_query,news_query,fenerbahçe ile ilgili tüm yeni haberleri öğrenmek istiyorum,tr
2531,3732,news_query,news_query,bana galatasaray taslağı için tüm bilgileri gönder lütfen,tr
2532,3733,iot_hue_lightchange,iot_hue_lightchange,olly ışıkları lütfen mavi yap,tr
2533,3735,iot_hue_lightchange,iot_hue_lightchange,olly kırmızı renkli ışıkları aç,tr
2534,3736,audio_volume_down,audio_volume_down,lütfen hoparlör sesini kıs,tr
2535,3737,audio_volume_down,audio_volume_down,hoparlörlerin sesini kıs,tr
2536,3738,audio_volume_down,audio_volume_down,lütfen hoparlörleri daha düşük daha rahat bir seviyeye ayarla,tr
2537,3739,news_query,news_query,bana bugünkü dünya haberlerini göster,tr
2538,3740,news_query,news_query,bana dünyadaki en son haberleri getir,tr
2539,3743,music_query,music_query,bu şarkının adı ne ve kim söylüyor,tr
2540,3745,iot_coffee,iot_coffee,biraz kahveye ihtiyacım var,tr
2541,3746,iot_coffee,iot_coffee,kahve istiyorum,tr
2542,3747,news_query,news_query,google trump hakkında bir haber geldiğinde bana haber ver,tr
2543,3748,news_query,news_query,son fırtına haberlerinden beni haberdar et,tr
2544,3751,news_query,news_query,halk tv popüler,tr
2545,3752,news_query,news_query,en son haber olayları,tr
2546,3753,iot_cleaning,iot_cleaning,vakumluyu aç,tr
2547,3755,news_query,news_query,şu anda sprint ile neler olup bittiğine dair bir özet alabilir miyim,tr
2548,3756,play_music,play_music,sonrakinde jingle bells çal,tr
2549,3757,play_music,play_music,mürekkep doldurdum u sonraki şarkı yap,tr
2550,3759,alarm_set,alarm_set,beni sabah yedide uyandır,tr
2551,3760,alarm_set,alarm_set,sabah altıda bir uyandırma alarmına ihtiyacım var,tr
2552,3763,iot_hue_lightup,iot_hue_lightup,ışıkların seviyesini yükselt alexa,tr
2553,3764,alarm_set,alarm_set,sabah dokuza alarm kur,tr
2554,3765,alarm_set,alarm_set,lütfen benim için bir alarm kur,tr
2555,3766,alarm_set,alarm_set,yarına benim için bir alarm kur,tr
2556,3767,play_music,play_music,bana bir kaç tane pop çal,tr
2557,3770,alarm_query,alarm_query,alarmları listele,tr
2558,3772,alarm_query,alarm_query,lütfen bana alarmlarımı oku,tr
2559,3773,weather_query,weather_query,bana bir hava raporu verebilir misin,tr
2560,3776,iot_hue_lightchange,iot_hue_lightchange,ışıkları kırmızıya çevir,tr
2561,3777,iot_hue_lightchange,iot_hue_lightchange,şimdi turuncu ışıkları açalım,tr
2562,3778,play_music,play_music,spotify çalma listesini boş çal,tr
2563,3781,play_music,play_music,düğünüm için oluşturduğum çalma listemi dinlemeyi istiyorum,tr
2564,3782,play_music,play_music,doksanlardan ezginin günlüğünün çalma listesini seç,tr
2565,3783,weather_query,weather_query,istanbul'da hava nasıl görünüyor,tr
2566,3786,iot_hue_lightoff,iot_hue_lightoff,misafir odasındaki ışıkları kapat,tr
2567,3787,datetime_query,datetime_query,japonya da zamanlayıcı ne,tr
2568,3788,datetime_query,datetime_query,batı yakası için vakit ne,tr
2569,3789,general_joke,general_joke,beni gülümseten bir fıkra anlat,tr
2570,3791,iot_hue_lightchange,iot_hue_lightchange,kırmızı ışık ver,tr
2571,3792,audio_volume_mute,audio_volume_mute,hoparlörü sessize almam gerek,tr
2572,3793,audio_volume_up,audio_volume_up,şimdi hoparlörün sesini aç,tr
2573,3794,audio_volume_mute,audio_volume_mute,hoparlörü sessize almak istiyorum,tr
2574,3795,weather_query,weather_query,şimdi ankara da hava kaç derece,tr
2575,3797,iot_hue_lightchange,iot_hue_lightchange,ışıkları değiştir,tr
2576,3798,iot_hue_lightchange,iot_hue_lightchange,ışık renklerini değiştir,tr
2577,3799,iot_hue_lightchange,iot_hue_lightchange,ışıkları pembeye değiştir,tr
2578,3800,weather_query,weather_query,yarın istanbul'da hava nasıl,tr
2579,3802,weather_query,weather_query,bana yarın mumbai hava durumunu göster,tr
2580,3805,weather_query,weather_query,bu hafta hava durumu,tr
2581,3806,weather_query,weather_query,yarın için hava durumu,tr
2582,3807,weather_query,weather_query,bu hafta florida hava durumu,tr
2583,3808,iot_hue_lightup,iot_hue_lightup,ışıkları biraz daha aç,tr
2584,3810,audio_volume_up,audio_volume_up,hoparlörün sesini artır,tr
2585,3813,audio_volume_mute,audio_volume_mute,ben söyleyene kadar sessiz mod etkin,tr
2586,3814,weather_query,weather_query,yarın soğuk olacak mı,tr
2587,3815,weather_query,weather_query,güney yarın sıcak olacak mı,tr
2588,3816,play_music,play_music,listede sonraki şarkıyı çal,tr
2589,3817,play_music,play_music,ilk albümden bir sonraki şarkıyı çal,tr
2590,3818,play_music,play_music,benim ilk favori parça mı sürekli çal,tr
2591,3820,music_likeness,music_likeness,şu anki şarkıyı harika olarak not et lütfen,tr
2592,3821,music_likeness,music_likeness,üç yıldızlı mevcut şarkı,tr
2593,3824,news_query,news_query,ortcars hakkında son haberler,tr
2594,3825,news_query,news_query,anlık araba haberlerini listele,tr
2595,3826,music_query,music_query,olly şu anda ne çalıyor,tr
2596,3827,music_query,music_query,şu an hangi şarkının çaldığını söyle,tr
2597,3828,alarm_remove,alarm_remove,pazarları saat öğleden önce on birde kilisenin alarmını silmem gerekiyor,tr
2598,3830,alarm_remove,alarm_remove,günlük öğleden sonra beş alarmıma artık ihtiyacım yok,tr
2599,3831,play_music,play_music,biraz rap dinlemek istiyorum lütfen,tr
2600,3832,play_music,play_music,biraz rap müzik aç,tr
2601,3833,iot_hue_lightoff,iot_hue_lightoff,ışıkları kapat,tr
2602,3836,takeaway_order,takeaway_order,buraya yakın çin yemeği paket servis bulabilir misin,tr
2603,3839,audio_volume_mute,audio_volume_mute,sesi kapat,tr
2604,3842,iot_cleaning,iot_cleaning,süpürgeyi temizliğe başlat,tr
2605,3844,takeaway_order,takeaway_order,bana pizza söyle,tr
2606,3845,takeaway_order,takeaway_order,akşam yemeği için kaburga sipariş et,tr
2607,3846,music_query,music_query,ben ne çeşit müzikten hoşlanıyorum,tr
2608,3847,music_query,music_query,en sevdiğim müzik türleri nelerdir,tr
2609,3848,news_query,news_query,dünyada şu an neler oluyor,tr
2610,3849,news_query,news_query,dünya da olan en son haberler hakkında bir özet alabilir miyim,tr
2611,3850,news_query,news_query,şu anda gerçekleşen son olaylar da son durum nedir,tr
2612,3851,datetime_query,datetime_query,bana günü ve saati söyle,tr
2613,3853,audio_volume_mute,audio_volume_mute,sesi kapat lütfen,tr
2614,3854,audio_volume_mute,audio_volume_mute,hoparlörleri sessize al lütfen,tr
2615,3855,general_joke,general_joke,ananı içeren espri dinlemek istiyorum,tr
2616,3856,weather_query,weather_query,yarın güneşli olacak mı,tr
2617,3857,weather_query,weather_query,bu hafta yağmur yağacak mı,tr
2618,3858,weather_query,weather_query,salı kar olacak mı,tr
2619,3860,play_music,play_music,benim tüm favori latin parçalarımı çal,tr
2620,3861,iot_cleaning,iot_cleaning,roombayı çalıştır lütfen,tr
2621,3862,iot_cleaning,iot_cleaning,roombaya temizlik yaptır,tr
2622,3866,news_query,news_query,hürriyetten haberleri alır mısın,tr
2623,3867,news_query,news_query,bursa haber den manşetleri oku,tr
2624,3869,alarm_query,alarm_query,arka kapının alarmı kurulu ve gitmeye hazır mı,tr
2625,3871,iot_hue_lightup,iot_hue_lightup,ışığı biraz arttır lütfen,tr
2626,3872,iot_hue_lightup,iot_hue_lightup,lütfen ışıkları sekize yükseltin,tr
2627,3873,datetime_query,datetime_query,gerçek zaman ne,tr
2628,3874,datetime_query,datetime_query,saati öğrenebilir miyim,tr
2629,3877,iot_wemo_on,iot_wemo_on,fiş soketi açık,tr
2630,3878,weather_query,weather_query,izmir'de anlık hava durumu,tr
2631,3879,weather_query,weather_query,şikagoda hava nasıl,tr
2632,3881,iot_hue_lightchange,iot_hue_lightchange,ev ışıklarını pembeye çevir,tr
